address,categories/0,city,countryCode,isAdvertisement,isLocalGuide,name,publishAt,publishedAtDate,stars,text,totalScore,language,sentiment
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,MD Ajaz Ansari,3 months ago,2024-06-03T19:27:42.675Z,5.0,"One of the most beautiful mosques I’ve ever visited. It’s a must see when passing through Jeddah, the beautiful serene floating mosque on the coast of the Red Sea, SubhahanAllah in love forever.",4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Youme,4 months ago,2024-05-28T02:18:41.632Z,5.0,Very peaceful.. stunning location.. praying here was an amazing experience..,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,False,木村辰男,6 months ago,2024-03-04T19:21:29.802Z,5.0,A beautiful mosque with a beautiful view on the water. Overall very clean and and a nice area to take in the breathtaking view. The mosque was well organized and had its own wudu station. Astonishing white architecture on the outside that is striking and well maintained. Highly recommended to visit.,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Aava Kabir,a year ago,2023-06-28T19:03:24.376Z,5.0,Beautiful mosque with a great view of the red sea and corniche,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Almohannad Alsbeai,a year ago,2023-05-10T11:44:23.070Z,5.0,"What an architecture gem! A beautiful mosque floating over the sea, must visit when in Jeddah. It’s located near Jeddah yacht club so two in one I guess.",4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Monika Karlińska,a year ago,2023-08-10T08:59:55.057Z,5.0,"Very clean , beautiful sunset place , tranquility in surroundings, light waves",4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,False,Imtiaz Azad,a month ago,2024-08-07T14:00:08.970Z,5.0,Muslim can visit Inside free of cost. One of the best views after praying.,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Srj Hasan Khan,a year ago,2023-05-06T08:05:45.084Z,5.0,Favorite mosque ever,4.6,fr,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Dr. Mukhtar Ahmed,3 years ago,2021-02-08T15:54:48.087Z,5.0,Go when it's golden hour!,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Muslim.Travels,a year ago,2023-09-12T06:22:19.963Z,5.0,One of the best amusement park in jeddah. If you're here with kids then must visit this park and you'll love it. You will get thrilled rides here. Must go for roller-coaster and horror park. Ice skating is also love. You'll get all kinda rides for all age groups.,4.1,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Waleed Khan,5 months ago,2024-04-19T12:13:41.875Z,5.0,The place was very well maintained. It was clean and scenic. The rides were all in good shape. Many activities for the kids. Resturants and a food court for munching. Ice skating was the best.,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Mohammed,3 months ago,2024-06-25T15:01:36.617Z,5.0,Nice park to visit with kids,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Cee Kaa,10 months ago,2023-11-19T14:38:53.313Z,5.0,Tickets is 35 SAR for entry rest you have to pay separately,4.6,en,NEGATIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Usama Maqbool,a week ago,2024-09-24T08:09:28.730Z,5.0,"I love it. It was so neat and it was like really scary but you should go. There is fun. That’s true cool it was very good and it was like very good like I cannot stop telling that Shalal you didn’t even go. You did amazing job. I don’t know what how you made that and I love it and I don’t know my friends even learn and when you have your friends and your cousin, you should go and work hard thank you New and",4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Mohammed samawi,a year ago,2023-05-20T19:13:29.491Z,5.0,"Hello, definitely recommend to everyone to visit…",4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Omar Hassan,5 months ago,2024-04-09T18:58:53.973Z,5.0,Such a nice place for families and for all of ages. We love it kids love it… All staff was very kind and helpful..,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Mo Ahmed,2 months ago,2024-08-01T06:49:11.734Z,5.0,Well organised place clean and if compare to other more affordable…,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Sofi Reksoyudo,2 years ago,2021-11-02T12:15:45.112Z,5.0,It was a great experience and I had fun time,4.6,en,POSITIVE
"J4X2+C9C, Ash Shati، طريق الكورنيش، حي الشاطئ، Saudi Arabia",Mosque,Jeddah,SA,False,True,Maha Obeid,5 months ago,2024-04-11T19:03:12.188Z,5.0,"Tickets prices were average I recommend buying a wrist band bcz we can go to most of the rides many times, I didn't take a lot of pictures but there are good places inside",4.6,en,POSITIVE
"JWF8+RGC بجوار مسجد العظام, AlUla 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,False,木村辰男,9 months ago,2023-12-21T09:42:07.787Z,,"I am Japanese.
Exactly a year ago, I visited one of the places I had always wanted to visit.
The scenery you can see while enjoying coffee can be summed up in one word: ""ゴイゴイスー""!",4.3,en,POSITIVE
"JWF8+RGC بجوار مسجد العظام, AlUla 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Haitham Eltawiel,8 months ago,2024-01-06T22:27:54.855Z,,"AlUla Old Town
Tantorah winter festival
An amazing and wonderful event with a lot of new and impressive lighting projectors on the old buildings
Also a lot of old and traditional Saudi clothes for all events local members
Also they will host you all the time with Arabic coffee with very kind Saudi local and traditional statements

Really I enjoyed this event and spent one of my amazing days",4.3,en,POSITIVE
"JWF8+RGC بجوار مسجد العظام, AlUla 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Mike Van Der Schyff,a week ago,2024-09-24T11:18:29.799Z,,Taking a walking into the homes of the historic old town.,4.3,en,POSITIVE
"JWF8+RGC بجوار مسجد العظام, AlUla 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,jose martin argonza,2 years ago,2022-03-31T05:17:21.868Z,,"MAGNIFICENT!!! AMAZING!
It is worth the travel... worth the trip! A very relaxing and awestruck sight.
you can have coffee, sweets, burgers and fries and shisha while resting and reflecting on a cold desert park with such an amazing view!
I would reccomend coming back here again.",4.3,en,POSITIVE
"JWF8+RGC بجوار مسجد العظام, AlUla 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Nour Elaraby,a year ago,2023-09-03T12:05:35.171Z,,"So beautiful historical place ❤️
Highly recommend",4.3,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,ILIYAS SIDDIKI SHAIK,2 months ago,2024-07-29T08:21:01.642Z,,"This Tomb is the largest of all in Hegra and believed to have been built by the great commander of army Lihyan the son of Kuza to be rested there after his death but unfortunately, his body wasn't rested there. Apart from this history, the view of this tomb is hard to describe in words unless you see it yourself as it's huge single rock carved in to this incredible Tomb. Entry is prohibited inside all tombs except one in Hegra where the tour guide describes about how they used to rest the bodies along with their belongings as well. The view at sunset makes it look even better. Hegra is just like a well kept secret waiting for the visitors to explore and feel the ancient history of Nabateens who may have migrated from Petra and settled here in for various reasons. Nabateen name is derived from Nabat meaning well diggers to extract ground water and they were experts is that technology as it is believed to have 139 wells dug by Nabateens for agriculture and living. Must visit with family and friends to enjoy a once in a lifetime incredibly exciting experience.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Raziuddin Farooqi,7 months ago,2024-02-26T12:31:56.484Z,,"Tomb of Lihyan son of Kuza: An Ancient Marvel

If you're visiting the Mada'in Salih archaeological site in Saudi Arabia, the Tomb of Lihyan son of Kuza is an absolute must-see. Here's why:

Impressive Architecture: This tomb is a stunning example of Nabataean architecture. Carved directly out of a massive sandstone rock, its elaborate facade stands in stark contrast to the surrounding desert landscape.

The 'Lonely Castle': The tomb gets its nickname from its isolated location. This adds a sense of mystery and grandeur that's quite captivating.

Unfinished Beauty:  While incomplete, the rough chisel marks on the lower portion make it even more fascinating. It feels like you're getting a glimpse into an ancient sculptor's workshop.

Nabataean Insight: The tomb's inscription offers a tiny window into the lives and culture of the Nabataean people, a once-mighty civilization that flourished in the region.

Tips:

Best time to visit: Go at sunrise or sunset when the light casts a beautiful glow on the tomb.

Take a guided tour: A guide will provide historical context and explain the intricate details you might miss on your own.
Other sites: Combine your visit with other amazing tombs in Mada'in Salih for a complete experience.

Overall: The Tomb of Lihyan son of Kuza is a unique and striking monument, perfect for both history lovers and those seeking awe-inspiring desert scenery.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Charlene Martin,3 months ago,2024-06-18T07:13:28.591Z,,"This was part of the Hegra tour, the tour guide Rakan, was very good. Really informative, good to visit and learn about early Nabataean tribe.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,viowos1,5 months ago,2024-04-07T18:48:01.239Z,,"Impressive, stand-alone tumbe the was never finished by his owner, and Lihyan must be the one that took it over",4.7,en,NEGATIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Racini Ardevaas,a year ago,2023-03-15T10:11:57.404Z,,"We went there mid day (july 2022), when it was extremely hot. It is preferable to take the tour early in the morning or late in the afternoon. The tour is well worth the money. The tour guide is extremely knowledgeable and attentive to our questions.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Michal Skála,4 months ago,2024-05-22T09:29:25.865Z,,"Tomb of Lihyan, son of Kuza, is the most iconic tomb in the region of Mada’in Salih or Hegra in AlUla city in Saudi Arabia. It dates back to Nabatean Kingdom.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,The Traveler,2 years ago,2022-01-15T16:55:44.540Z,,"What a beautiful National treasure - WOW!!!
The Tomb of Hegra is just breathtaking BUT unfortunately one must go with a guided tour (which we completely respect and appreciate) however, we were allowed ONLY 5 MINUTES at each site, which broke my heart as we wanted to stay much longer but the tour guide and accompanying Ranger did not allow it. There is no point asking for more time or getting into an argument as those are the rules - please respect them.
Please bear in mind, tourists are not allowed to go anywhere near the heritage sites for the purpose of safety as well as protection of the site. Kindly be respectful of these guidelines and let’s try not ruin this experience as it truly is worthy of experiencing.
The tour guide and ranger are superb and extremely polite and knowledgeable on the site, they speak fabulous English and are keen to share their knowledge on the historical background as well as the current explosion of tourism within and across the region.
Highly recommend it.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Morpheus Mm,a year ago,2023-01-21T10:25:34.855Z,,"Amazing Tomb, the Sun on the Background makes the whole tomb lit majestically. Also did enjoy playing with the sand in front of it. Very picturesque. The staff explaining the tomb is well informed. Try to get ahead of the crowd so that you will get a solo picture 

Follow me on Instagram: morpheusmics2",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Mirela Pavel,5 months ago,2024-04-08T13:44:13.625Z,,"Majestic burial greve that ,unfortunately, never finished by his oner",4.7,en,NEGATIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Seyyid Palta,2 years ago,2022-04-23T07:53:13.047Z,,Tickets might be expensive but still it is definitely worth it. Go there since this is once in a lifetime experience. I also met so many cool people there from different countries.,4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Iron Zarie,a year ago,2023-01-03T07:52:43.691Z,,Qaṣr Al-Farīd which mean ‘the Lonely Castle’ is largest tomb at the archaeological site. It is so wonderful. You can visit it during the Hegra (Mada'in Salih) tour.,4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Louis van Jaarsveld,a year ago,2023-03-11T19:27:42.943Z,,AlUla is one of the mist touristic Towns in Saudia. Tour are cheap & well organized. Visit web page Experience AlUla and buy your tickets in advance.,4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Jota Tacla,2 years ago,2022-04-13T12:21:35.046Z,,"Hegra (Madain Saleh) is located 30 min from Al Ulla center. You can book online and get the shuttle bus from winter park. The tour starts here by the the tomb of Lihyan son of Kuza, where you will get the most information from the guides. You can choose to visit the other sites by bus, open jipe or electrical bicycle, I did the bicycle and was very cool, you can take your time  to do the tour and the bicycles are good, make sure you take a small bag or backpack to care your things and water, as the bicycle does not have any sort of caring basket/bag.",4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Nishad Kalathil Parambil,a year ago,2023-05-11T18:12:59.444Z,,Fantastic view of an ancient structure carved in stone with different minerals. The area is comparable with the World’s 7 wonder Petra. Wonderful and flawless arrangements by Hegra authorities and Saudi Tourism,4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Omer Elmasri,2 years ago,2021-12-31T08:08:51.843Z,,Huge place. It’s very surreal to see the size and quality of the walls built thousands of years ago.  Highly recommended for families and anyone with passion for history or exploration. Facilities are everywhere.,4.7,en,POSITIVE
"Unamed Road, Hegra 43541, Saudi Arabia",Historical landmark,AlUla,SA,False,True,Pulot joff,2 years ago,2022-01-27T18:58:12.229Z,,"This place has to much story to tell from formation of the rock up to human cevilization, its very amazing place. It was a short explanation but seeing on your 2 eyes the sculpture was built thousand years ago and its very unbelievable.",4.7,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Humza Ali,4 months ago,2024-05-29T01:31:51.400Z,,"Modern street with food shops restaurant and gift shops closed during the day in the summer.

However you can still enter to explore the old city without a tour guide.

Car park both north and south with free shuttle buses to take you into the old town modern street.

There is a forth in the middle of the old town which you can climb to get some stunning views across the old town",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Shibu Mathews,3 months ago,2024-06-18T11:44:30.513Z,,AlUla Old Town is a must place to visit. The government has taken all measures to preserve and maintain the place as well as recreate the old township for the generations and public to see and understand the people's living and culture.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,abdul rasheed,2 months ago,2024-08-01T12:08:24.862Z,,"Breathtaking views
Mountains views are amazing
Great soot for photos
Hospitality’s is grt
Free bus service from car parking
Electric buses

Recommendation- Visit after 6pm",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,viowos1,5 months ago,2024-04-06T21:44:39.267Z,,"This place is totally different than what you think, you will see in an Old Town environment.  Is an amazing blend of modern design using old traditional things. In a mixture of colours and welcoming seating areas with diverse scenery",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Oleksandra Mudra,2 months ago,2024-07-03T21:30:13.881Z,,"Absolutely unique and beautiful place: quiet, peaceful and full of history. I love to walk from one shop to another just to see the beauty of traditional art",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Jun,5 months ago,2024-04-03T14:50:02.600Z,,"There is no parking. Should park at North Park or South, then take the free shuttle bus to and from. There are cafe, restaurant, local stores, exhibitions … sitting on the roof of the cafe and watch the stars in the evenings makes life relaxing.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Shane Stockil,a week ago,2024-09-24T18:08:08.750Z,,An amazing atmosphere created through the main street surrounded by shops and restaurants set up in reconstructed buildings.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Mark,5 months ago,2024-04-21T17:48:39.841Z,,A fantastic area and must see if you’re in Alula. Fantastic restraunts and coffee shops to a shisha bar. Prices are expensive for Saudi (similar to London) but it’s a tourist hotspot that I would highly recommend it takes you back in time and is a fantastic experience. And a fantastic atmosphere. If you park in the north car park there is a free bus which takes you up but it is also an enjoyable walk. Also great to try out the new camera features on iPhone :),4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Favas Hussain,3 months ago,2024-06-23T07:34:13.954Z,,"Very aesthetic, beautiful, and historical place to visit. There are many fun activities that can be done there. But all the activities and most of the places to visit are very expensive.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Raziuddin Farooqi,7 months ago,2024-02-25T12:39:06.491Z,,"Saudi Foundation Day in AlUla Old Town was magical! The historic setting, the vibrant parades, and the festive atmosphere transported me back in time. A truly special way to celebrate the nation's rich heritage.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Hala Mansour,10 months ago,2023-11-19T09:47:47.931Z,,"Amazing area for people who like history. Has restaurants and AMAZING views. They have many stuff such as; clothes, jewelry, and date boutiques. I loved looking at the different types of dates. When you enter, a car will take you to the town.Then, the same car will take you back to the parking lot. I prefer going on daytime because it’s not really crowded, even thought it’s a bit too sunny. So don’t forget your sunglasses!",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Mr Khan,8 months ago,2024-01-14T16:14:43.198Z,,"This place is very attractive for recreation۔ Going here, it seems as if one has come to an ancient village. After seeing the view here I am sure you will never want to leave here.
But I would like to say one more thing that I have taken the pictures here at night due to my busy schedule.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Jobin George,10 months ago,2023-11-28T18:07:06.074Z,,"One of the spots you need to visit in Alula -- The Old Town... It's really amazing the way they have maintained or built the old structure attracting tourist..

Parking is a issue but the volunteers are there controlling the traffic and guiding you to parking space....  Really a good place to visit with family... Avoid visiting at afternoon as there is shade...",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Shehroz Khan,a month ago,2024-08-30T21:19:22.668Z,,"Wow, this is a beautiful place for walking and visiting for food or shopping, In short you can do anything in the old town whatever you want, such a great place for outing.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Aleš Kozdera,6 months ago,2024-03-26T06:54:18.165Z,,"I give 3 stars for the potential. We basically saw only the main street with shops and cafes. Shops are tastefully done, no colorfull signs outside etc. However, the old town itself is off limits and you can see it only with some tour. Most of it seemed to be in a desolate state however.",4.6,en,NEGATIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Happy Ox,11 months ago,2023-10-07T18:00:03.713Z,,This UNESCO site is a must see if you are planning to visit Saudi Arabia. Book your tickets and tours early as the sites sell out very fast.  The recreation of the old town in mud bricks mixed with the modern restaurants and art give a relaxed and inviting vide.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,John Paul Tuquib,a year ago,2023-07-02T14:24:43.134Z,,"A preserve heritage culture and archaeological sites.
A beautiful, clean, tidy, well-organized place.
You can tour around inside the old town (restoration)
There are also souvenir shops, cafes, restaurants and lot more.
Recommendable for everybody.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Mirela Pavel,5 months ago,2024-04-05T06:35:45.698Z,,"Very beautiful Old Town, historical place. Lots of  souvenir shops, cafe shops, and restaurants.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Wojtek Szkutnik,7 months ago,2024-02-05T10:56:26.948Z,,"Absolutely epic tourist area. Lots of restaurants, cafes and gift shops - all very original, each one in a different style!

Worth visiting around sunrise",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,K Mckenzie (K Sweeney),11 months ago,2023-10-09T08:32:41.087Z,,"⭐⭐⭐⭐⭐

AlUla Old Town is an absolute gem in the heart of Saudi Arabia. Stepping into this historic site feels like being transported through time, revealing tales of ancient civilizations and their legacies. The meticulously preserved architecture, the narrow alleys, and the ambiance resonate with a rich tapestry of cultures and histories. As a tourist, I was captivated by the harmonious blend of the town's archaeological wonders with the surrounding majestic landscapes. The informative guided tours provide deep insights, making the experience both educational and awe-inspiring. With modern amenities seamlessly integrated, AlUla offers a comfortable and enriching journey for every traveler. A visit to Saudi Arabia would be incomplete without immersing oneself in the enchanting allure of AlUla Old Town. A true testament to the nation's commitment to preserving its heritage while showcasing it to the world. Don't miss it!",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,marwan bukhary,3 months ago,2024-06-22T08:49:41.024Z,,"Nice walk around the old town, we went in April but you should go during the season to enjoy the weather and the crowd",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Mike Van Der Schyff,a week ago,2024-09-20T10:43:31.006Z,,Beautiful place to visit in Alula. Takes your back a few hundred years into the past. The architecture was very interesting and the culture is so rich.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Ebrahim Alezzi,a year ago,2023-05-16T00:58:17.492Z,,"The old town in Al-Ula Governorate is one of the distinctive places I visited and it is characterized by its old and wonderful character. It is one of the favorite places for those who care about archaeological places. There are distinctive cafes, luxurious restaurants, shops selling traditional antiques, traditional clothes and many other shops that exist and the best times are the weekend as well as the winter season",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,False,Maruf Islam,4 months ago,2024-06-01T10:30:11.521Z,,I'm watching on Google Maps. I will go to a very beautiful place one day inshaAllah.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Hashim AbdulLateef,9 months ago,2023-12-17T22:54:38.246Z,,"Al Ula old town is a captivating historical gem, transporting visitors to a bygone era with its well-preserved mud-brick structures and ancient architecture. The site offers a rich glimpse into Saudi Arabia's cultural heritage, with intricate carvings and a labyrinth of narrow alleyways. The dramatic landscape surrounding the town enhances its allure, creating a unique and unforgettable experience. While some areas are undergoing restoration, the overall ambiance and historical significance make Al Ula old town a must-visit destination for those intrigued by the kingdom's past.",4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Pamella Martins,6 months ago,2024-03-27T16:57:21.890Z,,Fantastic!!! Its so beautiful you are transported to a movie set... dont forget to go up the fort,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Ravindran Chowannur,3 months ago,2024-06-16T19:20:36.045Z,,Wonderful rocky places with an intentional ancient cultural setup.,4.6,en,POSITIVE
"375, AlUla 43562, Saudi Arabia",Heritage preservation,AlUla,SA,False,True,Ahmed Jaber,a year ago,2023-03-11T11:47:34.905Z,,"Back to history. This is what you get when you visit the place. It’ll be memorable.

Highly recommended to time your visit towards winter, December, January and February will be a prefect window to plan being there.

Shops and activities are mostly ready afternoon, say 4pm onwards.

Enjoy the visit.",4.6,en,POSITIVE
