islocalguide,name,stars,text,totalscore,year,month,day,stars_normalized,totalscore_normalized,categories_Animal park,categories_Aquarium,categories_Beach,categories_Cultural center,categories_Event venue,categories_Heritage preservation,categories_Historical landmark,categories_Mosque,categories_Mountain peak,categories_NaN,categories_Park,categories_Resort hotel,categories_Restaurant,categories_Seasonal goods store,categories_Shopping mall,categories_Theme park,categories_Tourist attraction,city_Dhahran,city_Jeddah,city_NaN,city_Neom,city_Riyadh
1,manoj zinzuwadia,5.0,"Bujairi Terrace is the new premium fine dining destination for food lovers in the heart of the historical Diriyah district in Riyadh. As part of the Bujairi Terrace project, the terrace boasts over 21 world-renowned restaurants that furnish visitors with exquisite international cuisines along with a wide variety of local traditional dishes in a truly beautiful setting.",4.6,2024.0,8.0,27.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Huzefa Bangdiwala,5.0,"The birth place of Saud Dynasty of Saudi Arabia.

Amazing restoration of the old Palace with beautiful landscaping. They have tours of the facility. Also have beautiful lightings in the evening with audio visual projection on the palace narrating the history of old to modern day Riyadh.

Plus there are multiple premium restaurants to take your guests to give an ever lasting memory of their Riyadh visit.

There is a 100 riyal entrance fees which can be used as credit in any restaurants.

A highly recommended must visit in Riyadh!",4.6,2024.0,9.0,19.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Ibrahim Hajjar,5.0,"Historical cultural monuments and generally human-centric oriented approach of the urban development for the whole region over there. Joyful attractions and great views. Great opportunity to discover the history of regional core Saudi Arabia, Historical Diriyah.
Recommended for families with children to visit and enjoy the facilities and activities each season. Buy your tickets in advance online in order to prevent any potential inconvenience. You may get the tickets with discount based on your purchase.",4.6,2024.0,4.0,13.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Ayman Alrajab,5.0,"It is a great historical place in Diriyah. just visit to see the true heart of Saudi Arabia.

Very welcoming place and is by far the best in the city.

Make sure to get your pass before you come",4.6,2024.0,6.0,26.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Muhammad Ali Javed,3.0,One of the recent additions to Riyadh tourist destination. This area houses multiple fine dining restaurants and also some open air cafes. One can enjoy the food with good view and vibes. But the restaurants are quite expensive with nothing much special to offer except the area vibes and cool pictures. Usually more crowded on weekends and specially in evening time.,4.6,2024.0,4.0,28.0,0.20000000000000018,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,AksH Aya N,5.0,"Very nice place to explore with friends as well as families. This place provides us with a time travel experience. It gives a picture of Saudi Arabia's old kings fort. Very clean and they arranged very well. Tickets cost 50 per person, but the advantage is we can spend that 50 SAR that we paid for the ticket in the cafe or restaurants there. It's a very nice thing that i feel good. Registration is done only through online mode. Recommend to everyone who is visiting Riyadh",4.6,2024.0,3.0,28.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Reshma Vora (TheRealPakora),5.0,"Beautiful UNESCO site with the history of Saudi. I bring all my visitors here, a truely amazing place",4.6,2024.0,9.0,24.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,WPE Swanborn,5.0,Always a delight ! Very well reconstructed with a very good fast for lightning … in the evening it looks almost more beautiful  than during the day !,4.6,2024.0,8.0,14.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Ahsan Waseem,5.0,"Need Entry Pass, all restaurants are fine dine ambience of this place is very nice",4.6,2024.0,9.0,25.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Aysha Mahmood,5.0,"The essence that the community has kept of this terrace is fabulous. The old ruins around the town have been complimented so well by the new construction.
There is live music in the evening when we were there and they have so many selection of restaurants to chose from. This was just a very clean, lovely easy place to take a walk and eat and enjoy as the sun set after a nice long day in Saudi",4.6,2024.0,6.0,21.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Louis Lee Bastareche,5.0,"This is a fantastic destination for shopping, hanging out, and enjoying a variety of activities. With a wide selection of shops, it's perfect for a family night out. They even offer exciting outdoor activities and provide excellent customer service.",4.5,2024.0,9.0,19.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Jonatan Minier,5.0,"Visit this mall with the family yesterday, the kids like it very much. As they were able to play and run around in the open area, there's all sorts of stores in this mall and the restaurants list is too long to write, but rest assured there's plenty, steak, Asian, Italian, local, coffee shops, you will not leave hungry.",4.5,2024.0,8.0,31.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Anas AlSurmi,5.0,"I recently attended the food fair and was impressed by the experience. It featured a wide variety of brands, offering something for everyone. The event was well-organized, making it easy to navigate and enjoy all the offerings.",4.5,2024.0,5.0,22.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Mohamed Ajmal,5.0,one of the posh shopping mall in Riyadh. one of its kind with indoor and outdoor shopping as well as dine in experience. well maintained and kids friendly. Great place for outdoor photography. premium restaurants.,4.5,2024.0,6.0,17.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Ahmed Jareer Bajwa,5.0,"It was one of the most lavish, peaceful, and relaxing places i visited in Riyadh.  Kids will enjoy their freedom. You can also buy and eat your favorite food afterward.",4.5,2024.0,7.0,8.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Kaptain Guzzy,4.0,"Nice, pretty at night. Lots of shops and eateries including an Indian 'Street Food' place that also does the likes of chaat,  butter chicken, lamb biryani and lamb chops! Visit if in the area or going to an exhibition at the nearby exhibition centre. Easy to get taxis.",4.5,2024.0,5.0,2.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Ibrahim Lahoud,5.0,"A delightful surprise in Riyadh. Beautiful architecture, amazing features, wide choice of outlets, and an ingenious way of walking around either indoor or outdoor. Love it.",4.5,2024.0,5.0,21.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Bing Marcos,5.0,"A great place to visit with your family and friends. They have a variety of restaurants, cafe’s and shops. The ambiance is different from your typical generic shopping malls.",4.5,2024.0,4.0,19.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Mahmoud Khammash,5.0,"""Roshn Front Riyadh: A Premier Destination for Shopping and Leisure""

Situated in the heart of Riyadh, Roshn Front emerges as a dynamic and sophisticated shopping area that redefines the concept of retail therapy. Spanning across a sprawling landscape, Roshn Front offers an unparalleled blend of luxury boutiques, diverse dining options, and vibrant entertainment experiences, making it a premier destination for locals and tourists alike.

As you enter Roshn Front, you are greeted by a modern and inviting ambiance that sets the stage for a memorable shopping excursion. The sleek architecture, adorned with stylish design elements and lush greenery, creates an atmosphere of elegance and sophistication, inviting visitors to explore and indulge in a world of luxury and leisure.

From international fashion brands to local artisans, Roshn Front boasts an impressive array of retail outlets that cater to every style and taste. Whether you're searching for the latest trends in fashion and accessories or seeking unique gifts and souvenirs, Roshn Front offers something for everyone, ensuring a truly rewarding shopping experience.

But Roshn Front is more than just a shopping destination; it's a vibrant hub of entertainment and cultural experiences. The outdoor promenades and public spaces provide the perfect setting for leisurely strolls and social gatherings, while the numerous cafes and restaurants offer a diverse selection of culinary delights to satisfy every craving.

In addition to its retail and dining offerings, Roshn Front also features a range of entertainment options to suit all ages and interests. From family-friendly attractions like playgrounds and interactive exhibits to cultural events and live performances, there's always something exciting happening at Roshn Front, making it the perfect destination for a day of fun and relaxation.

What truly sets Roshn Front apart is its commitment to creating a welcoming and inclusive environment for all visitors. Whether you're a seasoned shopper or a first-time visitor, the friendly staff members and convenient amenities ensure that your experience at Roshn Front is nothing short of exceptional.

In a city as dynamic and diverse as Riyadh, Roshn Front stands out as a true gem, offering a world-class shopping and leisure experience that is second to none. Whether you're looking to indulge in retail therapy, savor gourmet cuisine, or simply soak in the vibrant atmosphere, Roshn Front invites you to discover the best that Riyadh has to offer and create memories that will last a lifetime.",4.5,,,,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Lluis Viñas,5.0,"Nice Mall near the airport, located in the Northern parts of Riyadh. Quite a variety of restaurants (steakhouse, italian, lebanese, japanese…), as well as a cinema which has opened quite recently.",4.5,2024.0,9.0,15.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Peter Wright,5.0,"Lots available here, good selection of shops, and more options for restaurants for those seeking more than coffee and cake",4.5,2024.0,5.0,15.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Muhammad Ali Javed,4.0,"One of the beautifully modern constructed areas in Riyadh. It has shops for clothes, shoes, makeup, perfume and other accessories as well as stalls. Lot of restaurants and cafes available with indoor and outdoor dining. Also, cinema is there. It is usually crowded on weekends and public holidays. Spacious parking available but difficult to find parking quickly in rush hours.",4.5,2023.0,4.0,25.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Ar Em,5.0,A nice trendy shopping and dining area.  Recommend a visit.,4.5,2024.0,8.0,28.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Shafia Jamal,5.0,"Going to Roshn front is always a treat. Love the restaurants and the shops.
A very good place to detox yourself at the end of the day. ♥️",4.5,2024.0,5.0,15.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Amany Ghozlan,4.0,"It’s an open-air shopping area, perfect for those who would like to do their walking activity of the day, without even feeling that the paid an effort. It’s entertaining to walk while window shopping and at the same time enjoy nature (water fountains, green areas, sky above you, a sunny day if you’re lucky). I really enjoyed being there.
It’s not as big as UWALK of course, but it has more shopping options. The Riyadh Front has many cafes and restaurants, but for our bad luck, we picked one that had an annoying service team (Balcony). It had a wonderful seating area beside one of the fountains,  it the staff members were not welcoming at all.
So many shops are still empty, so I believe that in the very near future it will easily deserve a 5 star rating from anyone who goes there.",4.5,2022.0,12.0,22.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Dr Omer Aziz,5.0,A very good indoor and outdoor place. Loved the ambience. The thing that I liked most was the open air food area. The dancing fountain was also great. I wish it had some music / rhythm synchronisation for making it even better. Has almost everything for an international community.,4.5,2022.0,5.0,4.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,كن متميزاً,5.0,"(modern outdoor mall) many shops, restaurants, fountains, and green spaces. It was a wonderful experience after the LEAP conference. A quiet and beautiful place to enjoy modern architecture.",4.5,2023.0,2.0,9.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Maged Sahyoun,5.0,"The place is very calm clean and well maintained and organized with a variety of casual and fine dining restaurants and coffee shops a great place to enjoy a dining experience with friends and family suitable for kids also they have big open spaces
Especially around the gig lake and fountains kids will enjoy
Walking between the big screens will gives you a feeling like walking in new york
The only thing is uncomfortable is the parking that is not well organised especially the entrance and exit",4.5,2023.0,4.0,24.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Jhing2803,5.0,"My first time here. But been wanting to come since before. Nice place. A lot of stores and a lot of steak restaurants  not crowded at noon. But at night, a lot of people. Children are playing, families are eating, and just people are hanging out.",4.5,2022.0,7.0,12.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Kushagra Singh,5.0,"One of the best and most unique places not just in Riyadh but whole of Saudi.
The place is a mix of indoor & outdoor space. The outdoor area is the main attraction and has a lot of pools & fountains making the place look very beautiful especially in the night with all the decorative lighting.
The place has a huge variety of cafes and restaurants some of which are in the middle of these pools. It's a very good place to enjoy the natural weather especially during the winters (although sometimes it might get a little cold). It has a good selection of stores and a huge VOX cinema. It also has a museum.
Finding a parking sometimes can some time but the place is all worth it.",4.5,2021.0,1.0,21.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,MIR TARIQ,5.0,"The restaurant is beautiful. The quality of the food was outstanding. The service from the wait staff is why I'm already planning on coming again; they were gracious and accommodating.Can't wait to see you again, Thanks for a great experience from start to finish!",4.1,2022.0,12.0,5.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Muhammad Tahir,4.0,I was forgot to take the photo 1st.   rizo shrimp kfc.,4.1,2022.0,10.0,10.0,0.6000000000000001,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Moneeraa G,5.0,Amazing vibes such a beautiful experience!,4.1,2022.0,1.0,16.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,viviane mghames,5.0,Delicious food and friendly atmosphere.,4.1,2023.0,6.0,18.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,rahaf alf,5.0,"It was incredable expriance
The creativity behind the design impress me",4.1,2022.0,3.0,13.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Jessica Catubig,5.0,"Good place to dine in with friends..
Good choices of courses",4.1,2022.0,8.0,9.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,Razan Alruwaili,5.0,Loved the place.,4.1,2022.0,2.0,3.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,MOHAMMAD,5.0,Wonderful and captivating place I’m in love with oasis Riyadh,4.1,2022.0,1.0,23.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,Hamza Waheed,5.0,Best experience,4.1,2024.0,2.0,24.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Khalid Kharboush,3.0,Not bad.  Expensive,4.1,2022.0,5.0,27.0,0.20000000000000018,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Atif Khan,5.0,Awesome place,4.1,2022.0,7.0,8.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,zahed khan,4.0,Awesome experience about food,4.1,2022.0,5.0,5.0,0.6000000000000001,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Faisal,5.0,Good place to relax,4.1,2021.0,12.0,9.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Husam Suleiman,4.0,Its good,4.1,2022.0,5.0,12.0,0.6000000000000001,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Rajan Yadav,4.0,Very nice place,4.1,2022.0,5.0,10.0,0.6000000000000001,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,ali raza,5.0,Lovely,4.1,2023.0,1.0,2.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Sidhik Isub,5.0,Liked,4.1,2022.0,8.0,19.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Md Gufran,5.0,Nice,4.1,2022.0,6.0,6.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,Lhey Fayad,5.0,Good,4.1,2023.0,2.0,17.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,Ahmad Saleh,5.0,"انصح بزيارة هذا المكان

اولا اجواء جدا جميل و خصوصا الي بدوه يطلع من ضغط العمل فيه مطاعم و كافيهات عالمية وايضا بإمكانك انك تمشي بينهم

ثانيا الاسعار مناسبة لمثل هذا المكان

ثالثا السلبية الوحيده انه الموقع خارج الرياض تقريبا ٨٠ كيلو

رابعا النظافة، جدا جدا نظيف وفي اعتناء مستمر بهذا الموضوع و ايضا فيه اجهز بكل مكان لنشر روائح عطرية

خامسا بالنسبة لتعامل الموظفين قائمين على هذا المكان ممتازة

سادسا لا اعتقد انه مكان مناسب لاصحاب الاطفال",4.1,2024.0,5.0,6.0,1.0,0.14285714285714235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,Chua Hsieh Li,3.0,"50 sar entrance fee to see the fort and the terrace with shops, it’s not too bad because the 50 sar is registered as credits which can be redeemed in the restaurants.

Would give a 5 star for the venue except the entrance service staff was rude and unhelpful and the process to buy the ticket is online only, with no WiFi provided",4.6,2024.0,9.0,13.0,0.20000000000000018,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Jisha Kaniyankandi,5.0,"Bujari Terrace offers breathtaking scenic views! The ambiance enhances the dining experience, making it a memorable place to enjoy good food with a stunning backdrop.",4.6,2024.0,4.0,27.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Zeeshan Naeem,5.0,"The history of Dirriya and KSA is well versed here. It's a beautiful place and a must visit in Riyadh
50 Riyals entry per person (this can be used inside)",4.6,2024.0,5.0,3.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,Roudaina Mahmoud,2.5,"This place is too much expensive,one bottle of water 20 riyal!!!!
But the most important thing is that this place doesn't fit for kids. They can't run jump play, and they can't have a scooter or a ball nothing at all. What is possible they can walk and quietly.nothing for kids at all ohhhh yes there was one merry-go-round was too slow  but yeyyyy for free. Hih. Briefly it is a nice place very well designed to look like vintage with very good variety of restaurants but it is for singles or colleges or businesses but not for families with kids or toddlers full of life and energy.",4.6,2024.0,4.0,17.0,0.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Fazeel Anwar,5.0,"A wonderful place to visit to recall history of the house of the Saud and real leftovers from that era, the hard work of maintaining this place is really appreciable, loved the way how everything is explained by the staff and projectors with the help of sounds of wars. Totally worth a visit.",4.6,2024.0,4.0,20.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Fakhar Abbas,4.0,Bujairi terrace is the main entrance for these Historical sites as well as Food court. It has a very clean environment and they are welcomed there with chocolates and we'll wishings. There are many restaurants especially for Arabic food and it has a terrace with a view of Salwa palace. At night it looks more beautiful and splendid. It has a corridor to the At-Turaif heritage site. The entry fee is free before 5pm and it costs 50 riyals afterwards.,4.6,2024.0,6.0,19.0,0.6000000000000001,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Humaira Farakh,5.0,Superb historical place .every one must visit if someone is interested in heritage. Parking 150sr and then entry 50sr each,4.6,2024.0,8.0,18.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Jun,5.0,Went many times on different occasions. Cafe and restaurants are good. It is a great place for family and tourists,4.6,2024.0,6.0,19.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Asia Sharif,5.0,"So beautiful place combine both heritage with modernity
There is alot of fancy restaurants and cafes also  small place for children to play.

More beautiful at night",4.6,2024.0,6.0,14.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,Amina Sindhi,2.5,"We drove around the area more than 3 times before we found it that it’s not accessible by car. Worst part the parking area is more than a km away. You have to come out of the parkade area and walk down an extremely busy street to get to place. There’s barely a sidewalk to walk on. And cars don’t stop for pedestrians to cross unless there’s a policeman to shout at them.

We got to the “gate” and the security told us we needed tickets to enter. When we asked where to get it from he told us to walk to the next gate to scan the QR code. This was displayed on a very small stand that we had trouble finding. Paid SR50 per person to enter.

The “gate” area was quite crowded with no proper directions or signage. And the entrance itself was a damaged pathway. If you going to charge people that much at least make the place look good and have people to welcome and guide guests.

The place is simply a group of restaurants set around a park area. Yes the ancient themed decor is lovely to look at. But all the restaurants are over priced. With a few exceptions, the rest of the food menus are not that amazing.

This place would be impossible to visit in summer because there’s no shaded areas or carts to take people around. And the entrance fee is exorbitant for nothing.",4.6,2024.0,3.0,14.0,0.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
